City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Guangzhou,CN,2021-03-21 22:22:15,23.1167,113.25,61.0,58,90,15.66
259,Ucluelet,CA,2021-03-21 22:22:15,48.9329,-125.5528,45.0,100,90,6.91
260,Aklavik,CA,2021-03-21 22:22:16,68.2191,-135.0107,-2.2,55,63,8.05
261,Mayumba,GA,2021-03-21 22:22:16,-3.432,10.6554,79.38,81,95,1.7
262,Tevaitoa,PF,2021-03-21 22:22:16,-16.7833,-151.5,83.19,73,9,11.83
263,Timizart,DZ,2021-03-21 22:22:16,36.8,4.2667,45.73,83,100,7.07
264,Salalah,OM,2021-03-21 22:22:17,17.0151,54.0924,77.0,83,0,2.3
265,Vostok,RU,2021-03-21 22:22:17,46.4856,135.8833,22.24,96,100,5.48
266,Kjopsvik,NO,2021-03-21 22:22:17,68.097,16.3742,30.99,93,90,1.14
267,Carnarvon,AU,2021-03-21 22:22:18,-24.8667,113.6333,77.0,83,0,12.66
268,Tiarei,PF,2021-03-21 22:22:18,-17.5333,-149.3333,87.8,70,20,11.5
269,Zhangye,CN,2021-03-21 22:22:18,38.9342,100.4517,36.73,18,0,7.72
270,Kruisfontein,ZA,2021-03-21 22:22:19,-34.0033,24.7314,59.0,83,57,0.96
271,Nuuk,GL,2021-03-21 22:22:19,64.1835,-51.7216,19.4,79,75,16.11
272,Tual,ID,2021-03-21 22:22:19,-5.6667,132.75,83.93,65,82,1.3
273,Oistins,BB,2021-03-21 22:22:19,13.0667,-59.5333,78.8,57,20,14.97
274,New Norfolk,AU,2021-03-21 22:22:20,-42.7826,147.0587,64.0,70,29,1.01
275,Ust-Maya,RU,2021-03-21 22:22:20,60.4167,134.5333,-0.99,96,100,7.63
276,Bulgan,MN,2021-03-21 22:22:20,48.8125,103.5347,27.12,50,96,2.91
277,Nouadhibou,MR,2021-03-21 22:22:21,20.931,-17.0347,66.2,63,0,14.97
278,Saint George,US,2021-03-21 22:19:32,37.1041,-113.5841,60.01,21,20,4.61
279,Samagaltay,RU,2021-03-21 22:22:21,50.6022,95.0047,17.29,76,100,1.99
280,Komsomolskiy,UZ,2021-03-21 22:22:22,40.4272,71.7189,44.6,76,0,6.91
281,Concarneau,FR,2021-03-21 22:18:07,47.875,-3.9225,46.4,76,90,3.44
282,Kismayo,SO,2021-03-21 22:22:22,-0.3582,42.5454,79.21,80,31,10.78
283,Itarema,BR,2021-03-21 22:21:55,-2.9248,-39.9167,79.03,79,93,11.25
284,Georgetown,MY,2021-03-21 22:22:22,5.4112,100.3354,82.99,83,20,3.44
285,Naze,JP,2021-03-21 22:22:23,28.3667,129.4833,59.0,58,75,11.5
286,Peyima,SL,2021-03-21 22:22:23,8.7,-11.0333,73.42,80,65,1.54
287,Konakovo,RU,2021-03-21 22:22:23,56.7,36.7667,27.64,94,100,11.21
288,Acapulco,MX,2021-03-21 22:19:13,16.8634,-99.8901,84.2,65,1,11.5
289,Lorengau,PG,2021-03-21 22:22:24,-2.0226,147.2712,84.31,70,24,2.95
290,Qui Nhon,VN,2021-03-21 22:22:24,13.7667,109.2333,76.62,86,87,16.49
